Sub_ID,Age,Region,Ethnicity_Group,Age_Groups,Gender_Group,Email_Flag,SM_Flag,month_id,watch_date,day_of_week,day_name,watch_Minutes,day_classification,month_name,tv_channel,watch_time,Watch_Hours,hour_of_day,duration,time_bucket
809647,39,Western Cape,coloured,Adult,male,1,1,201602,2016-02-18,5,Thu,6.000000,Weekday,February,Channel O,06:07:00,0.100000,6,1899-12-31T00:06:00.000Z,Morning (06:00–11:59)
809648,18,Western Cape,black,Teenager,male,1,1,201602,2016-02-20,7,Sat,2.433333,Weekend,February,Live Events,12:41:00,0.040555,12,1899-12-31T00:02:26.000Z,Afternoon (12:00–16:59)
772475,16,Gauteng,white,Teenager,male,1,1,201602,2016-02-14,1,Sun,9.700000,Weekend,February,Channel O,13:03:00,0.161667,13,1899-12-31T00:09:42.000Z,Afternoon (12:00–16:59)
940422,38,North West,black,Adult,male,1,1,201603,2016-03-28,2,Mon,14.050000,Weekday,March,Trace TV,11:03:00,0.234166,11,1899-12-31T00:14:03.000Z,Morning (06:00–11:59)
2415057,47,Gauteng,white,Adult,male,1,1,201603,2016-03-06,1,Sun,2.100000,Weekend,March,ICC Cricket World Cup 2011,07:50:00,0.035000,7,1899-12-31T00:02:06.000Z,Morning (06:00–11:59)
832483,56,Eastern Cape,white,Middle-Aged,male,1,1,201602,2016-02-27,7,Sat,2.500000,Weekend,February,Live Events,18:22:00,0.041666,18,1899-12-31T00:02:30.000Z,Evening (17:00–23:59)
832488,36,Gauteng,black,Adult,male,1,1,201602,2016-02-28,1,Sun,0.000000,Weekend,February,Africa Magic,05:48:00,0.000000,5,1899-12-31T00:00:00.000Z,Midnight (00:00–05:59)
812006,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-11,6,Fri,0.000000,Weekday,March,ICC Cricket World Cup 2011,07:35:00,0.000000,7,1899-12-31T00:00:00.000Z,Morning (06:00–11:59)
2426866,30,Mpumalanga,indian_asian,Young Adult,male,1,1,201603,2016-03-16,4,Wed,34.433333,Weekday,March,ICC Cricket World Cup 2011,10:33:00,0.573889,10,1899-12-31T00:34:26.000Z,Morning (06:00–11:59)
2204160,34,Mpumalanga,Unknown,Young Adult,male,1,1,201603,2016-03-02,4,Wed,37.333333,Weekday,March,CNN,19:23:00,0.622223,19,1899-12-31T00:37:20.000Z,Evening (17:00–23:59)
808350,38,Gauteng,black,Adult,male,1,1,201602,2016-02-23,3,Tue,13.116667,Weekday,February,Cartoon Network,18:31:00,0.218611,18,1899-12-31T00:13:07.000Z,Evening (17:00–23:59)
927119,28,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-30,4,Wed,60.200000,Weekday,March,ICC Cricket World Cup 2011,12:16:00,1.003333,12,1899-12-31T01:00:12.000Z,Afternoon (12:00–16:59)
809704,26,Gauteng,Unknown,Young Adult,female,1,1,201603,2016-03-02,4,Wed,0.150000,Weekday,March,Boomerang,07:37:00,0.002500,7,1899-12-31T00:00:09.000Z,Morning (06:00–11:59)
809704,26,Gauteng,Unknown,Young Adult,female,1,1,201602,2016-02-21,1,Sun,0.300000,Weekend,February,Trace TV,14:49:00,0.005000,14,1899-12-31T00:00:18.000Z,Afternoon (12:00–16:59)
809704,26,Gauteng,Unknown,Young Adult,female,1,1,201603,2016-03-22,3,Tue,0.150000,Weekday,March,Africa Magic,23:15:00,0.002500,23,1899-12-31T00:00:09.500Z,Evening (17:00–23:59)
820321,26,Kwazulu Natal,indian_asian,Young Adult,male,1,1,201601,2016-01-09,7,Sat,0.666667,Weekend,January,Cartoon Network,08:25:00,0.011111,8,1899-12-31T00:00:40.000Z,Morning (06:00–11:59)
892453,34,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-26,7,Sat,301.200000,Weekend,March,ICC Cricket World Cup 2011,15:33:00,5.020000,15,1899-12-31T05:01:12.000Z,Afternoon (12:00–16:59)
808926,22,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-02,3,Tue,1.100000,Weekday,February,Trace TV,10:17:00,0.018334,10,1899-12-31T00:01:06.000Z,Morning (06:00–11:59)
904035,23,Gauteng,black,Young Adult,male,1,1,201603,2016-03-29,3,Tue,5.700000,Weekday,March,E! Entertainment,19:34:00,0.095000,19,1899-12-31T00:05:42.000Z,Evening (17:00–23:59)
831713,26,North West,black,Young Adult,female,1,1,201603,2016-03-14,2,Mon,7.100000,Weekday,March,Trace TV,07:08:00,0.118334,7,1899-12-31T00:07:06.000Z,Morning (06:00–11:59)
586459,22,Free State,black,Young Adult,male,1,1,201601,2016-01-02,7,Sat,5.166667,Weekend,January,Cartoon Network,09:49:00,0.086111,9,1899-12-31T00:05:10.000Z,Morning (06:00–11:59)
808941,36,Western Cape,coloured,Adult,male,1,1,201603,2016-03-01,3,Tue,0.533333,Weekday,March,SuperSport Blitz,00:30:00,0.008889,0,1899-12-31T00:00:32.000Z,Midnight (00:00–05:59)
895195,21,Limpopo,white,Young Adult,male,1,1,201603,2016-03-23,4,Wed,7.800000,Weekday,March,Trace TV,19:06:00,0.130000,19,1899-12-31T00:07:48.000Z,Evening (17:00–23:59)
808948,43,Western Cape,coloured,Adult,female,1,1,201602,2016-02-24,4,Wed,1.000000,Weekday,February,Channel O,09:36:00,0.016667,9,1899-12-31T00:01:00.000Z,Morning (06:00–11:59)
820361,28,Mpumalanga,white,Young Adult,male,1,1,201603,2016-03-03,5,Thu,0.100000,Weekday,March,Cartoon Network,06:11:00,0.001667,6,1899-12-31T00:00:06.000Z,Morning (06:00–11:59)
808949,35,Kwazulu Natal,black,Adult,female,1,1,201603,2016-03-09,4,Wed,1.166667,Weekday,March,Boomerang,08:24:00,0.019445,8,1899-12-31T00:01:10.000Z,Morning (06:00–11:59)
808950,18,Free State,black,Teenager,male,1,1,201602,2016-02-18,5,Thu,0.066667,Weekday,February,Boomerang,05:57:00,0.001111,5,1899-12-31T00:00:04.000Z,Midnight (00:00–05:59)
904101,29,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-26,7,Sat,1.383333,Weekend,March,Africa Magic,13:21:00,0.023056,13,1899-12-31T00:01:23.000Z,Afternoon (12:00–16:59)
831732,22,Gauteng,coloured,Young Adult,male,1,1,201603,2016-03-15,3,Tue,0.333333,Weekday,March,ICC Cricket World Cup 2011,22:32:00,0.005556,22,1899-12-31T00:00:20.000Z,Evening (17:00–23:59)
808958,25,Gauteng,black,Young Adult,male,1,1,201602,2016-02-20,7,Sat,0.450000,Weekend,February,Channel O,17:14:00,0.007500,17,1899-12-31T00:00:27.000Z,Evening (17:00–23:59)
808958,25,Gauteng,black,Young Adult,male,1,1,201603,2016-03-01,3,Tue,0.666667,Weekday,March,Boomerang,18:49:00,0.011111,18,1899-12-31T00:00:40.000Z,Evening (17:00–23:59)
840343,36,Limpopo,white,Adult,male,1,1,201603,2016-03-05,7,Sat,5.300000,Weekend,March,Trace TV,18:37:00,0.088333,18,1899-12-31T00:05:18.000Z,Evening (17:00–23:59)
793616,29,Gauteng,white,Young Adult,male,1,1,201601,2016-01-25,2,Mon,0.033333,Weekday,January,CNN,04:11:00,0.000556,4,1899-12-31T00:00:02.000Z,Midnight (00:00–05:59)
868925,28,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-08,3,Tue,0.333333,Weekday,March,SuperSport Blitz,10:27:00,0.005556,10,1899-12-31T00:00:20.000Z,Morning (06:00–11:59)
764342,38,Eastern Cape,white,Adult,male,1,1,201602,2016-02-02,3,Tue,3.800000,Weekday,February,SuperSport Blitz,06:11:00,0.063333,6,1899-12-31T00:03:48.000Z,Morning (06:00–11:59)
939624,19,Gauteng,black,Teenager,male,1,1,201603,2016-03-20,1,Sun,0.883333,Weekend,March,Vuzu,10:36:00,0.014722,10,1899-12-31T00:00:53.000Z,Morning (06:00–11:59)
939624,19,Gauteng,black,Teenager,male,1,1,201603,2016-03-20,1,Sun,2.150000,Weekend,March,Vuzu,10:44:00,0.035833,10,1899-12-31T00:02:09.000Z,Morning (06:00–11:59)
808965,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-18,5,Thu,1.000000,Weekday,February,Live Events,06:44:00,0.016667,6,1899-12-31T00:01:00.000Z,Morning (06:00–11:59)
808965,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-09,3,Tue,1.200000,Weekday,February,E! Entertainment,18:54:00,0.020000,18,1899-12-31T00:01:12.000Z,Evening (17:00–23:59)
808966,21,Free State,black,Young Adult,male,1,1,201603,2016-03-23,4,Wed,76.666667,Weekday,March,ICC Cricket World Cup 2011,08:40:00,1.277778,8,1899-12-31T01:16:40.000Z,Morning (06:00–11:59)
892523,29,Limpopo,coloured,Young Adult,male,1,1,201603,2016-03-26,7,Sat,1.266667,Weekend,March,Cartoon Network,10:30:00,0.021111,10,1899-12-31T00:01:16.000Z,Morning (06:00–11:59)
2090526,52,Mpumalanga,black,Middle-Aged,male,1,1,201603,2016-03-24,5,Thu,2.350000,Weekday,March,Africa Magic,01:41:00,0.039166,1,1899-12-31T00:02:21.500Z,Midnight (00:00–05:59)
2359724,36,Western Cape,coloured,Adult,male,1,1,201603,2016-03-24,5,Thu,30.100000,Weekday,March,Live Events,16:51:00,0.501667,16,1899-12-31T00:30:06.000Z,Afternoon (12:00–16:59)
816289,25,Mpumalanga,black,Young Adult,female,1,1,201603,2016-03-08,3,Tue,2.350000,Weekday,March,Channel O,12:48:00,0.039166,12,1899-12-31T00:02:21.000Z,Afternoon (12:00–16:59)
830884,50,Gauteng,white,Middle-Aged,male,1,1,201603,2016-03-11,6,Fri,12.350000,Weekday,March,CNN,12:26:00,0.205833,12,1899-12-31T00:12:21.000Z,Afternoon (12:00–16:59)
771882,27,Gauteng,black,Young Adult,male,1,1,201601,2016-01-25,2,Mon,0.316667,Weekday,January,Cartoon Network,16:43:00,0.005278,16,1899-12-31T00:00:19.000Z,Afternoon (12:00–16:59)
809015,31,Eastern Cape,coloured,Young Adult,female,1,1,201602,2016-02-24,4,Wed,2.000000,Weekday,February,Channel O,08:37:00,0.033333,8,1899-12-31T00:02:00.000Z,Morning (06:00–11:59)
788725,32,Free State,black,Young Adult,male,1,1,201602,2016-02-19,6,Fri,0.283333,Weekday,February,Africa Magic,19:41:00,0.004722,19,1899-12-31T00:00:17.500Z,Evening (17:00–23:59)
793662,26,Western Cape,coloured,Young Adult,male,1,1,201601,2016-01-29,6,Fri,0.200000,Weekday,January,Channel O,15:31:00,0.003333,15,1899-12-31T00:00:12.000Z,Afternoon (12:00–16:59)
831788,46,Western Cape,coloured,Adult,male,1,1,201603,2016-03-06,1,Sun,0.066667,Weekend,March,SuperSport Blitz,19:42:00,0.001111,19,1899-12-31T00:00:04.000Z,Evening (17:00–23:59)
831789,28,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-05,7,Sat,1.850000,Weekend,March,Boomerang,20:20:00,0.030834,20,1899-12-31T00:01:51.000Z,Evening (17:00–23:59)
868982,23,Gauteng,black,Young Adult,male,1,1,201603,2016-03-12,7,Sat,0.466667,Weekend,March,SuperSport Blitz,08:50:00,0.007778,8,1899-12-31T00:00:28.000Z,Morning (06:00–11:59)
2090555,27,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-14,2,Mon,4.233333,Weekday,March,ICC Cricket World Cup 2011,15:47:00,0.070556,15,1899-12-31T00:04:14.000Z,Afternoon (12:00–16:59)
2090555,27,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-30,4,Wed,3.533333,Weekday,March,ICC Cricket World Cup 2011,08:49:00,0.058889,8,1899-12-31T00:03:32.000Z,Morning (06:00–11:59)
809035,42,Gauteng,indian_asian,Adult,male,1,1,201601,2016-01-29,6,Fri,1.033333,Weekday,January,SuperSport Blitz,19:46:00,0.017223,19,1899-12-31T00:01:02.000Z,Evening (17:00–23:59)
597268,28,Eastern Cape,black,Young Adult,male,1,1,201601,2016-01-08,6,Fri,0.833333,Weekday,January,Live Events,07:26:00,0.013889,7,1899-12-31T00:00:50.000Z,Morning (06:00–11:59)
866244,26,Western Cape,black,Young Adult,male,1,1,201602,2016-02-20,7,Sat,0.966667,Weekend,February,SuperSport Blitz,13:02:00,0.016111,13,1899-12-31T00:00:58.000Z,Afternoon (12:00–16:59)
866244,26,Western Cape,black,Young Adult,male,1,1,201602,2016-02-21,1,Sun,9.100000,Weekend,February,Channel O,07:20:00,0.151667,7,1899-12-31T00:09:06.000Z,Morning (06:00–11:59)
819332,62,Gauteng,white,Middle-Aged,male,1,1,201603,2016-03-06,1,Sun,0.966667,Weekend,March,Boomerang,20:44:00,0.016111,20,1899-12-31T00:00:58.000Z,Evening (17:00–23:59)
809039,43,Mpumalanga,white,Adult,male,1,1,201602,2016-02-19,6,Fri,1.800000,Weekday,February,Live Events,17:26:00,0.030000,17,1899-12-31T00:01:48.000Z,Evening (17:00–23:59)
809043,34,Gauteng,black,Young Adult,male,1,1,201603,2016-03-06,1,Sun,2.000000,Weekend,March,Live Events,12:46:00,0.033333,12,1899-12-31T00:02:00.000Z,Afternoon (12:00–16:59)
597265,28,Gauteng,black,Young Adult,male,1,1,201601,2016-01-09,7,Sat,8.216667,Weekend,January,Cartoon Network,10:30:00,0.136944,10,1899-12-31T00:08:13.000Z,Morning (06:00–11:59)
939729,34,Eastern Cape,coloured,Young Adult,male,1,1,201603,2016-03-12,7,Sat,5.766667,Weekend,March,CNN,20:22:00,0.096111,20,1899-12-31T00:05:46.000Z,Evening (17:00–23:59)
930123,31,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-31,5,Thu,0.950000,Weekday,March,CNN,09:49:00,0.015833,9,1899-12-31T00:00:57.000Z,Morning (06:00–11:59)
809076,27,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-19,6,Fri,13.250000,Weekday,February,Channel O,05:55:00,0.220834,5,1899-12-31T00:13:15.000Z,Midnight (00:00–05:59)
809076,27,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-18,6,Fri,10.166667,Weekday,March,Live Events,11:25:00,0.169445,11,1899-12-31T00:10:10.000Z,Morning (06:00–11:59)
820513,13,Western Cape,black,Teenager,male,1,1,201603,2016-03-16,4,Wed,0.450000,Weekday,March,Channel O,20:23:00,0.007500,20,1899-12-31T00:00:27.000Z,Evening (17:00–23:59)
788792,36,Gauteng,black,Adult,female,1,1,201601,2016-01-16,7,Sat,2.550000,Weekend,January,Africa Magic,11:27:00,0.042500,11,1899-12-31T00:02:33.000Z,Morning (06:00–11:59)
788792,36,Gauteng,black,Adult,female,1,1,201602,2016-02-28,1,Sun,0.033333,Weekend,February,Africa Magic,12:22:00,0.000556,12,1899-12-31T00:00:02.000Z,Afternoon (12:00–16:59)
2203482,37,Western Cape,coloured,Adult,male,1,1,201603,2016-03-29,3,Tue,7.100000,Weekday,March,ICC Cricket World Cup 2011,11:09:00,0.118334,11,1899-12-31T00:07:06.000Z,Morning (06:00–11:59)
597491,24,Gauteng,black,Young Adult,male,1,1,201601,2016-01-03,1,Sun,2.183333,Weekend,January,SawSee,14:11:00,0.036389,14,1899-12-31T00:02:11.000Z,Afternoon (12:00–16:59)
786206,15,Gauteng,indian_asian,Teenager,male,1,1,201601,2016-01-30,7,Sat,10.866667,Weekend,January,Cartoon Network,13:25:00,0.181111,13,1899-12-31T00:10:52.000Z,Afternoon (12:00–16:59)
869060,33,Mpumalanga,black,Young Adult,female,1,1,201603,2016-03-16,4,Wed,0.000000,Weekday,March,Africa Magic,21:34:00,0.000000,21,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
803663,24,Gauteng,black,Young Adult,female,1,1,201603,2016-03-12,7,Sat,3.716667,Weekend,March,Cartoon Network,18:41:00,0.061944,18,1899-12-31T00:03:43.000Z,Evening (17:00–23:59)
860648,30,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-10,5,Thu,0.250000,Weekday,March,Boomerang,12:03:00,0.004167,12,1899-12-31T00:00:15.000Z,Afternoon (12:00–16:59)
930176,35,Mpumalanga,indian_asian,Adult,male,1,1,201603,2016-03-29,3,Tue,1.333333,Weekday,March,ICC Cricket World Cup 2011,06:02:00,0.022223,6,1899-12-31T00:01:20.000Z,Morning (06:00–11:59)
930176,35,Mpumalanga,indian_asian,Adult,male,1,1,201603,2016-03-29,3,Tue,1.000000,Weekday,March,Trace TV,08:39:00,0.016667,8,1899-12-31T00:01:00.000Z,Morning (06:00–11:59)
2285790,46,Mpumalanga,Unknown,Adult,male,1,1,201602,2016-02-11,5,Thu,87.150000,Weekday,February,CNN,20:09:00,1.452500,20,1899-12-31T01:27:09.000Z,Evening (17:00–23:59)
771974,23,Eastern Cape,black,Young Adult,male,1,1,201601,2016-01-29,6,Fri,0.800000,Weekday,January,Channel O,21:23:00,0.013333,21,1899-12-31T00:00:48.000Z,Evening (17:00–23:59)
820562,44,Gauteng,Unknown,Adult,male,1,1,201602,2016-02-01,2,Mon,0.466667,Weekday,February,CNN,19:11:00,0.007778,19,1899-12-31T00:00:28.000Z,Evening (17:00–23:59)
788827,28,Western Cape,black,Young Adult,male,1,1,201602,2016-02-12,6,Fri,1.350000,Weekday,February,kykNET,09:59:00,0.022500,9,1899-12-31T00:01:21.000Z,Morning (06:00–11:59)
809127,59,Gauteng,white,Middle-Aged,male,1,1,201602,2016-02-18,5,Thu,1.566667,Weekday,February,Live Events,07:00:00,0.026111,7,1899-12-31T00:01:34.000Z,Morning (06:00–11:59)
820568,29,Limpopo,indian_asian,Young Adult,male,1,1,201602,2016-02-26,6,Fri,4.583333,Weekday,February,SawSee,12:11:00,0.076389,12,1899-12-31T00:04:35.000Z,Afternoon (12:00–16:59)
930191,22,Kwazulu Natal,indian_asian,Young Adult,female,1,1,201603,2016-03-31,5,Thu,0.566667,Weekday,March,ICC Cricket World Cup 2011,14:57:00,0.009444,14,1899-12-31T00:00:34.000Z,Afternoon (12:00–16:59)
809128,18,Gauteng,black,Teenager,male,1,1,201601,2016-01-16,7,Sat,2.550000,Weekend,January,Trace TV,09:35:00,0.042500,9,1899-12-31T00:02:33.000Z,Morning (06:00–11:59)
865452,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-23,4,Wed,2.500000,Weekday,March,Live Events,14:44:00,0.041666,14,1899-12-31T00:02:30.000Z,Afternoon (12:00–16:59)
856641,43,Gauteng,coloured,Adult,male,1,1,201603,2016-03-10,5,Thu,1.316667,Weekday,March,CNN,07:50:00,0.021945,7,1899-12-31T00:01:19.000Z,Morning (06:00–11:59)
2368689,32,Gauteng,black,Young Adult,male,1,1,201601,2016-01-08,6,Fri,0.666667,Weekday,January,Africa Magic,19:56:00,0.011111,19,1899-12-31T00:00:40.500Z,Evening (17:00–23:59)
850900,29,Gauteng,black,Young Adult,female,1,1,201603,2016-03-05,7,Sat,1.550000,Weekend,March,Vuzu,12:43:00,0.025834,12,1899-12-31T00:01:33.000Z,Afternoon (12:00–16:59)
930206,28,Mpumalanga,indian_asian,Young Adult,male,1,1,201603,2016-03-30,4,Wed,13.833333,Weekday,March,ICC Cricket World Cup 2011,08:43:00,0.230556,8,1899-12-31T00:13:50.000Z,Morning (06:00–11:59)
601176,23,Mpumalanga,white,Young Adult,male,1,1,201601,2016-01-02,7,Sat,0.216667,Weekend,January,Boomerang,17:26:00,0.003611,17,1899-12-31T00:00:13.000Z,Evening (17:00–23:59)
939819,27,Kwazulu Natal,indian_asian,Young Adult,male,1,1,201603,2016-03-31,5,Thu,0.400000,Weekday,March,ICC Cricket World Cup 2011,12:29:00,0.006667,12,1899-12-31T00:00:24.000Z,Afternoon (12:00–16:59)
779576,22,Kwazulu Natal,Unknown,Young Adult,male,1,1,201601,2016-01-26,3,Tue,48.150000,Weekday,January,Cartoon Network,21:35:00,0.802500,21,1899-12-31T00:48:09.000Z,Evening (17:00–23:59)
809156,25,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-02,4,Wed,0.166667,Weekday,March,Cartoon Network,17:49:00,0.002778,17,1899-12-31T00:00:10.000Z,Evening (17:00–23:59)
809158,28,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-19,7,Sat,104.066667,Weekend,March,ICC Cricket World Cup 2011,09:38:00,1.734444,9,1899-12-31T01:44:04.000Z,Morning (06:00–11:59)
894398,27,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-23,4,Wed,0.250000,Weekday,March,Trace TV,08:51:00,0.004167,8,1899-12-31T00:00:15.000Z,Morning (06:00–11:59)
892687,38,Gauteng,indian_asian,Adult,male,1,1,201603,2016-03-23,4,Wed,0.000000,Weekday,March,ICC Cricket World Cup 2011,13:19:00,0.000000,13,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
131449,0,Uncategorized,Unknown,Kids,Unknown,1,0,201601,2016-01-15,6,Fri,5.666667,Weekday,January,CNN,15:55:00,0.094444,15,1899-12-31T00:05:40.000Z,Afternoon (12:00–16:59)
211993,0,Uncategorized,Unknown,Kids,Unknown,1,0,201602,2016-02-24,4,Wed,0.383333,Weekday,February,CNN,06:08:00,0.006389,6,1899-12-31T00:00:23.000Z,Morning (06:00–11:59)
793752,28,Western Cape,white,Young Adult,male,1,1,201602,2016-02-24,4,Wed,2.700000,Weekday,February,ICC Cricket World Cup 2011,09:05:00,0.045000,9,1899-12-31T00:02:42.000Z,Morning (06:00–11:59)
831939,24,Limpopo,indian_asian,Young Adult,male,1,1,201603,2016-03-12,7,Sat,0.133333,Weekend,March,CNN,14:30:00,0.002222,14,1899-12-31T00:00:08.000Z,Afternoon (12:00–16:59)
2368744,27,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-03,5,Thu,0.366667,Weekday,March,Live Events,20:21:00,0.006111,20,1899-12-31T00:00:22.000Z,Evening (17:00–23:59)
866394,29,Gauteng,black,Young Adult,male,1,1,201603,2016-03-13,1,Sun,0.000000,Weekend,March,Live Events,13:46:00,0.000000,13,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
820627,30,Gauteng,black,Young Adult,male,1,1,201603,2016-03-09,4,Wed,9.200000,Weekday,March,kykNET,20:06:00,0.153333,20,1899-12-31T00:09:12.000Z,Evening (17:00–23:59)
809177,37,Mpumalanga,black,Adult,male,1,1,201602,2016-02-23,3,Tue,13.600000,Weekday,February,SuperSport Blitz,09:07:00,0.226667,9,1899-12-31T00:13:36.000Z,Morning (06:00–11:59)
652906,43,Western Cape,coloured,Adult,male,1,1,201601,2016-01-19,3,Tue,0.633333,Weekday,January,Live Events,07:01:00,0.010556,7,1899-12-31T00:00:38.000Z,Morning (06:00–11:59)
894417,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-28,2,Mon,0.000000,Weekday,March,Trace TV,10:23:00,0.000000,10,1899-12-31T00:00:00.000Z,Morning (06:00–11:59)
803732,43,Kwazulu Natal,indian_asian,Adult,male,1,1,201602,2016-02-06,7,Sat,0.066667,Weekend,February,SawSee,19:18:00,0.001111,19,1899-12-31T00:00:04.000Z,Evening (17:00–23:59)
2285914,40,Limpopo,black,Adult,male,1,1,201603,2016-03-23,4,Wed,7.133333,Weekday,March,ICC Cricket World Cup 2011,10:06:00,0.118889,10,1899-12-31T00:07:08.000Z,Morning (06:00–11:59)
866405,34,Gauteng,white,Young Adult,male,1,1,201603,2016-03-15,3,Tue,2.266667,Weekday,March,ICC Cricket World Cup 2011,12:34:00,0.037777,12,1899-12-31T00:02:16.000Z,Afternoon (12:00–16:59)
820641,31,Northern Cape,black,Young Adult,male,1,1,201602,2016-02-24,4,Wed,1.150000,Weekday,February,Trace TV,09:31:00,0.019167,9,1899-12-31T00:01:09.000Z,Morning (06:00–11:59)
892732,25,Gauteng,black,Young Adult,male,1,1,201603,2016-03-20,1,Sun,15.650000,Weekend,March,Channel O,07:41:00,0.260833,7,1899-12-31T00:15:39.000Z,Morning (06:00–11:59)
809198,32,Mpumalanga,black,Young Adult,male,1,1,201602,2016-02-10,4,Wed,0.450000,Weekday,February,Channel O,18:41:00,0.007500,18,1899-12-31T00:00:27.000Z,Evening (17:00–23:59)
2203596,38,Limpopo,black,Adult,male,1,1,201601,2016-01-17,1,Sun,0.133333,Weekend,January,SuperSport Blitz,14:58:00,0.002222,14,1899-12-31T00:00:08.000Z,Afternoon (12:00–16:59)
809209,24,Western Cape,Unknown,Young Adult,male,1,1,201601,2016-01-10,1,Sun,1.350000,Weekend,January,Trace TV,13:13:00,0.022500,13,1899-12-31T00:01:21.000Z,Afternoon (12:00–16:59)
1106589,39,Western Cape,Unknown,Adult,male,1,1,201603,2016-03-29,3,Tue,3.633333,Weekday,March,SuperSport Blitz,18:07:00,0.060556,18,1899-12-31T00:03:38.000Z,Evening (17:00–23:59)
830980,42,Kwazulu Natal,indian_asian,Adult,male,1,1,201603,2016-03-04,6,Fri,16.833333,Weekday,March,SuperSport Blitz,13:22:00,0.280556,13,1899-12-31T00:16:50.000Z,Afternoon (12:00–16:59)
893861,30,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-10,5,Thu,0.033333,Weekday,March,Boomerang,12:36:00,0.000556,12,1899-12-31T00:00:02.000Z,Afternoon (12:00–16:59)
809216,47,Gauteng,black,Adult,male,1,1,201602,2016-02-04,5,Thu,0.516667,Weekday,February,Cartoon Network,12:24:00,0.008611,12,1899-12-31T00:00:31.000Z,Afternoon (12:00–16:59)
2285956,40,Limpopo,black,Adult,male,1,1,201603,2016-03-07,2,Mon,6.900000,Weekday,March,Channel O,11:11:00,0.115000,11,1899-12-31T00:06:54.000Z,Morning (06:00–11:59)
809226,34,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-05,6,Fri,0.083333,Weekday,February,Vuzu,20:16:00,0.001389,20,1899-12-31T00:00:05.500Z,Evening (17:00–23:59)
930307,36,Western Cape,indian_asian,Adult,male,1,1,201603,2016-03-29,3,Tue,4.233333,Weekday,March,ICC Cricket World Cup 2011,12:42:00,0.070556,12,1899-12-31T00:04:14.000Z,Afternoon (12:00–16:59)
809230,39,Gauteng,black,Adult,male,1,1,201601,2016-01-24,1,Sun,2.683333,Weekend,January,Africa Magic,16:15:00,0.044722,16,1899-12-31T00:02:41.500Z,Afternoon (12:00–16:59)
809230,39,Gauteng,black,Adult,male,1,1,201601,2016-01-13,4,Wed,56.633333,Weekday,January,Africa Magic,10:31:00,0.943889,10,1899-12-31T00:56:38.500Z,Morning (06:00–11:59)
809231,45,Gauteng,black,Adult,male,1,1,201602,2016-02-23,3,Tue,5.250000,Weekday,February,Trace TV,04:58:00,0.087500,4,1899-12-31T00:05:15.000Z,Midnight (00:00–05:59)
939922,34,Eastern Cape,indian_asian,Young Adult,male,1,1,201603,2016-03-22,3,Tue,15.033333,Weekday,March,Boomerang,11:01:00,0.250556,11,1899-12-31T00:15:02.000Z,Morning (06:00–11:59)
892770,24,Mpumalanga,white,Young Adult,male,1,1,201602,2016-02-21,1,Sun,29.900000,Weekend,February,ICC Cricket World Cup 2011,14:12:00,0.498333,14,1899-12-31T00:29:54.000Z,Afternoon (12:00–16:59)
788942,32,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-11,5,Thu,0.550000,Weekday,February,Boomerang,04:31:00,0.009167,4,1899-12-31T00:00:33.000Z,Midnight (00:00–05:59)
2368852,35,Mpumalanga,black,Adult,male,1,1,201601,2016-01-01,6,Fri,3.450000,Weekday,January,Channel O,19:20:00,0.057500,19,1899-12-31T00:03:27.000Z,Evening (17:00–23:59)
2368852,35,Mpumalanga,black,Adult,male,1,1,201601,2016-01-21,5,Thu,14.550000,Weekday,January,Channel O,20:26:00,0.242500,20,1899-12-31T00:14:33.000Z,Evening (17:00–23:59)
2368852,35,Mpumalanga,black,Adult,male,1,1,201601,2016-01-15,6,Fri,1.666667,Weekday,January,Vuzu,18:55:00,0.027778,18,1899-12-31T00:01:40.500Z,Evening (17:00–23:59)
