Sub_ID,Age,Region,Ethnicity_Group,Age_Groups,Gender_Group,Email_Flag,SM_Flag,month_id,watch_date,day_of_week,day_name,watch_Minutes,day_classification,month_name,tv_channel,watch_time,Watch_Hours,hour_of_day,duration,time_bucket
507286,11,Eastern Cape,Unknown,Kids,female,1,1,201601,2016-01-04,2,Mon,3.750000,Weekday,January,Cartoon Network,10:21:00,0.062500,10,1899-12-31T00:03:45.000Z,Morning (06:00–11:59)
18031,37,Gauteng,black,Adult,female,1,1,201601,2016-01-28,5,Thu,0.700000,Weekday,January,Live Events,18:49:00,0.011667,18,1899-12-31T00:00:42.000Z,Evening (17:00–23:59)
808958,25,Gauteng,black,Young Adult,male,1,1,201602,2016-02-21,1,Sun,17.266667,Weekend,February,Cartoon Network,13:56:00,0.287777,13,1899-12-31T00:17:16.000Z,Afternoon (12:00–16:59)
808958,25,Gauteng,black,Young Adult,male,1,1,201602,2016-02-24,4,Wed,14.850000,Weekday,February,Trace TV,18:21:00,0.247500,18,1899-12-31T00:14:51.000Z,Evening (17:00–23:59)
808965,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-18,5,Thu,0.166667,Weekday,February,SuperSport Blitz,08:55:00,0.002778,8,1899-12-31T00:00:10.000Z,Morning (06:00–11:59)
788672,39,Gauteng,black,Adult,male,1,1,201601,2016-01-19,3,Tue,0.400000,Weekday,January,Africa Magic,15:29:00,0.006667,15,1899-12-31T00:00:24.000Z,Afternoon (12:00–16:59)
2203323,43,Free State,black,Adult,male,1,1,201602,2016-02-24,4,Wed,0.450000,Weekday,February,Channel O,19:43:00,0.007500,19,1899-12-31T00:00:27.000Z,Evening (17:00–23:59)
866192,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-26,7,Sat,4.700000,Weekend,March,Trace TV,04:50:00,0.078334,4,1899-12-31T00:04:42.000Z,Midnight (00:00–05:59)
2255559,27,Mpumalanga,indian_asian,Young Adult,male,1,1,201603,2016-03-28,2,Mon,1.133333,Weekday,March,Live Events,13:22:00,0.018889,13,1899-12-31T00:01:08.000Z,Afternoon (12:00–16:59)
621621,23,Gauteng,black,Young Adult,male,1,1,201601,2016-01-17,1,Sun,0.466667,Weekend,January,SawSee,15:21:00,0.007778,15,1899-12-31T00:00:28.000Z,Afternoon (12:00–16:59)
808983,45,Western Cape,coloured,Adult,male,1,1,201602,2016-02-13,7,Sat,0.000000,Weekend,February,Live Events,19:34:00,0.000000,19,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
771876,25,North West,black,Young Adult,male,1,1,201601,2016-01-31,1,Sun,0.000000,Weekend,January,Boomerang,13:03:00,0.000000,13,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
809008,28,Northern Cape,coloured,Young Adult,male,1,1,201602,2016-02-28,1,Sun,3.950000,Weekend,February,Cartoon Network,14:28:00,0.065833,14,1899-12-31T00:03:57.000Z,Afternoon (12:00–16:59)
939673,29,Western Cape,black,Young Adult,male,1,1,201603,2016-03-28,2,Mon,4.600000,Weekday,March,SuperSport Blitz,11:20:00,0.076667,11,1899-12-31T00:04:36.000Z,Morning (06:00–11:59)
831775,34,Eastern Cape,coloured,Young Adult,male,1,1,201603,2016-03-29,3,Tue,0.583333,Weekday,March,Africa Magic,16:07:00,0.009722,16,1899-12-31T00:00:35.500Z,Afternoon (12:00–16:59)
803575,27,Eastern Cape,indian_asian,Young Adult,male,1,1,201601,2016-01-23,7,Sat,39.266667,Weekend,January,Live Events,10:34:00,0.654444,10,1899-12-31T00:39:16.000Z,Morning (06:00–11:59)
809028,32,Kwazulu Natal,white,Young Adult,male,1,1,201602,2016-02-18,5,Thu,0.000000,Weekday,February,Live Events,09:20:00,0.000000,9,1899-12-31T00:00:00.000Z,Morning (06:00–11:59)
370637,34,Western Cape,coloured,Young Adult,male,1,1,201601,2016-01-18,2,Mon,31.100000,Weekday,January,Live Events,13:58:00,0.518334,13,1899-12-31T00:31:06.000Z,Afternoon (12:00–16:59)
808003,17,Gauteng,white,Teenager,male,1,1,201602,2016-02-28,1,Sun,0.150000,Weekend,February,Channel O,08:25:00,0.002500,8,1899-12-31T00:00:09.000Z,Morning (06:00–11:59)
809034,61,Gauteng,black,Middle-Aged,male,1,1,201603,2016-03-01,3,Tue,17.500000,Weekday,March,Channel O,04:22:00,0.291666,4,1899-12-31T00:17:30.000Z,Midnight (00:00–05:59)
809035,42,Gauteng,indian_asian,Adult,male,1,1,201602,2016-02-22,2,Mon,1.633333,Weekday,February,ICC Cricket World Cup 2011,16:43:00,0.027223,16,1899-12-31T00:01:38.000Z,Afternoon (12:00–16:59)
809035,42,Gauteng,indian_asian,Adult,male,1,1,201603,2016-03-03,5,Thu,7.500000,Weekday,March,ICC Cricket World Cup 2011,04:41:00,0.125000,4,1899-12-31T00:07:30.000Z,Midnight (00:00–05:59)
771048,19,Gauteng,Unknown,Teenager,male,1,1,201602,2016-02-06,7,Sat,8.566667,Weekend,February,SuperSport Blitz,20:34:00,0.142777,20,1899-12-31T00:08:34.000Z,Evening (17:00–23:59)
865408,37,North West,black,Adult,male,1,1,201603,2016-03-16,4,Wed,0.666667,Weekday,March,SuperSport Blitz,17:59:00,0.011111,17,1899-12-31T00:00:40.000Z,Evening (17:00–23:59)
2420980,43,Kwazulu Natal,black,Adult,male,1,1,201603,2016-03-21,2,Mon,1.183333,Weekday,March,Boomerang,09:48:00,0.019723,9,1899-12-31T00:01:11.000Z,Morning (06:00–11:59)
892573,47,Mpumalanga,Unknown,Adult,male,1,1,201603,2016-03-19,7,Sat,0.066667,Weekend,March,SuperSport Blitz,16:53:00,0.001111,16,1899-12-31T00:00:04.000Z,Afternoon (12:00–16:59)
865413,35,Mpumalanga,Unknown,Adult,male,1,1,201603,2016-03-19,7,Sat,0.466667,Weekend,March,Live Events,11:40:00,0.007778,11,1899-12-31T00:00:28.000Z,Morning (06:00–11:59)
737179,25,Gauteng,Unknown,Young Adult,male,1,1,201601,2016-01-24,1,Sun,1.550000,Weekend,January,Trace TV,11:40:00,0.025834,11,1899-12-31T00:01:33.000Z,Morning (06:00–11:59)
850779,31,Gauteng,coloured,Young Adult,male,1,1,201603,2016-03-03,5,Thu,0.200000,Weekday,March,Cartoon Network,15:42:00,0.003333,15,1899-12-31T00:00:12.000Z,Afternoon (12:00–16:59)
2368559,40,Gauteng,black,Adult,male,1,1,201601,2016-01-25,2,Mon,13.400000,Weekday,January,Live Events,20:50:00,0.223334,20,1899-12-31T00:13:24.000Z,Evening (17:00–23:59)
2425806,41,Gauteng,black,Adult,male,1,1,201602,2016-02-03,4,Wed,0.150000,Weekday,February,Boomerang,15:38:00,0.002500,15,1899-12-31T00:00:09.000Z,Afternoon (12:00–16:59)
939719,28,Kwazulu Natal,white,Young Adult,male,1,1,201603,2016-03-31,5,Thu,2.183333,Weekday,March,Vuzu,16:36:00,0.036389,16,1899-12-31T00:02:11.500Z,Afternoon (12:00–16:59)
809056,43,Western Cape,coloured,Adult,male,1,1,201602,2016-02-02,3,Tue,0.883333,Weekday,February,Africa Magic,18:18:00,0.014722,18,1899-12-31T00:00:53.000Z,Evening (17:00–23:59)
809056,43,Western Cape,coloured,Adult,male,1,1,201602,2016-02-25,5,Thu,4.533333,Weekday,February,ICC Cricket World Cup 2011,07:45:00,0.075556,7,1899-12-31T00:04:32.000Z,Morning (06:00–11:59)
809056,43,Western Cape,coloured,Adult,male,1,1,201601,2016-01-12,3,Tue,0.966667,Weekday,January,Live Events,12:21:00,0.016111,12,1899-12-31T00:00:58.000Z,Afternoon (12:00–16:59)
809056,43,Western Cape,coloured,Adult,male,1,1,201603,2016-03-29,3,Tue,24.700000,Weekday,March,ICC Cricket World Cup 2011,16:00:00,0.411667,16,1899-12-31T00:24:42.000Z,Afternoon (12:00–16:59)
831826,31,Eastern Cape,indian_asian,Young Adult,male,1,1,201602,2016-02-28,1,Sun,116.533333,Weekend,February,ICC Cricket World Cup 2011,12:29:00,1.942222,12,1899-12-31T01:56:32.000Z,Afternoon (12:00–16:59)
918332,23,Gauteng,indian_asian,Young Adult,female,1,1,201603,2016-03-30,4,Wed,2.000000,Weekday,March,ICC Cricket World Cup 2011,14:25:00,0.033333,14,1899-12-31T00:02:00.000Z,Afternoon (12:00–16:59)
830923,31,Western Cape,coloured,Young Adult,male,1,1,201603,2016-03-03,5,Thu,0.900000,Weekday,March,E! Entertainment,15:09:00,0.015000,15,1899-12-31T00:00:54.000Z,Afternoon (12:00–16:59)
809081,23,Gauteng,black,Young Adult,male,1,1,201602,2016-02-18,5,Thu,1.933333,Weekday,February,Africa Magic,19:48:00,0.032223,19,1899-12-31T00:01:56.000Z,Evening (17:00–23:59)
771941,24,Western Cape,coloured,Young Adult,male,1,1,201601,2016-01-10,1,Sun,1.700000,Weekend,January,Channel O,16:07:00,0.028334,16,1899-12-31T00:01:42.000Z,Afternoon (12:00–16:59)
809085,28,Gauteng,black,Young Adult,male,1,1,201601,2016-01-20,4,Wed,7.850000,Weekday,January,Trace TV,22:16:00,0.130834,22,1899-12-31T00:07:51.000Z,Evening (17:00–23:59)
789360,24,Mpumalanga,black,Young Adult,male,1,1,201602,2016-02-13,7,Sat,7.266667,Weekend,February,Boomerang,10:28:00,0.121111,10,1899-12-31T00:07:16.000Z,Morning (06:00–11:59)
809091,51,Gauteng,black,Middle-Aged,male,1,1,201603,2016-03-25,6,Fri,35.800000,Weekday,March,Channel O,18:04:00,0.596666,18,1899-12-31T00:35:48.000Z,Evening (17:00–23:59)
809094,37,Northern Cape,coloured,Adult,male,1,1,201602,2016-02-24,4,Wed,0.400000,Weekday,February,CNN,19:10:00,0.006667,19,1899-12-31T00:00:24.000Z,Evening (17:00–23:59)
597491,24,Gauteng,black,Young Adult,male,1,1,201601,2016-01-03,1,Sun,1.250000,Weekend,January,M-Net,00:45:00,0.020834,0,1899-12-31T00:01:15.000Z,Midnight (00:00–05:59)
2203490,31,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-21,1,Sun,0.000000,Weekend,February,Channel O,16:09:00,0.000000,16,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
371772,9,Eastern Cape,indian_asian,Kids,female,1,1,201601,2016-01-02,7,Sat,5.983333,Weekend,January,Boomerang,12:47:00,0.099722,12,1899-12-31T00:05:59.000Z,Afternoon (12:00–16:59)
371772,9,Eastern Cape,indian_asian,Kids,female,1,1,201601,2016-01-09,7,Sat,0.000000,Weekend,January,Channel O,15:38:00,0.000000,15,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
2203491,38,Western Cape,coloured,Adult,male,1,1,201603,2016-03-12,7,Sat,0.966667,Weekend,March,ICC Cricket World Cup 2011,10:30:00,0.016111,10,1899-12-31T00:00:58.000Z,Morning (06:00–11:59)
809101,28,Limpopo,black,Young Adult,male,1,1,201602,2016-02-12,6,Fri,5.100000,Weekday,February,Live Events,15:56:00,0.085000,15,1899-12-31T00:05:06.000Z,Afternoon (12:00–16:59)
724179,21,Gauteng,black,Young Adult,female,1,1,201601,2016-01-20,4,Wed,10.850000,Weekday,January,Channel O,18:49:00,0.180834,18,1899-12-31T00:10:51.000Z,Evening (17:00–23:59)
892644,18,Gauteng,black,Teenager,male,1,1,201603,2016-03-20,1,Sun,0.500000,Weekend,March,Channel O,14:57:00,0.008333,14,1899-12-31T00:00:30.000Z,Afternoon (12:00–16:59)
892644,18,Gauteng,black,Teenager,male,1,1,201603,2016-03-26,7,Sat,11.083333,Weekend,March,Boomerang,18:36:00,0.184722,18,1899-12-31T00:11:05.000Z,Evening (17:00–23:59)
867373,24,Western Cape,coloured,Young Adult,female,1,1,201603,2016-03-17,5,Thu,6.683333,Weekday,March,Boomerang,18:10:00,0.111389,18,1899-12-31T00:06:41.000Z,Evening (17:00–23:59)
820544,42,Eastern Cape,indian_asian,Adult,male,1,1,201603,2016-03-30,4,Wed,22.966667,Weekday,March,ICC Cricket World Cup 2011,10:19:00,0.382778,10,1899-12-31T00:22:58.000Z,Morning (06:00–11:59)
820566,27,Gauteng,black,Young Adult,female,1,1,201602,2016-02-26,6,Fri,0.733333,Weekday,February,Live Events,13:17:00,0.012222,13,1899-12-31T00:00:44.000Z,Afternoon (12:00–16:59)
939802,23,Kwazulu Natal,indian_asian,Young Adult,male,1,1,201603,2016-03-13,1,Sun,1.200000,Weekend,March,ICC Cricket World Cup 2011,10:19:00,0.020000,10,1899-12-31T00:01:12.000Z,Morning (06:00–11:59)
892661,22,Eastern Cape,black,Young Adult,male,1,1,201603,2016-03-11,6,Fri,22.350000,Weekday,March,Cartoon Network,17:36:00,0.372500,17,1899-12-31T00:22:21.000Z,Evening (17:00–23:59)
809128,18,Gauteng,black,Teenager,male,1,1,201601,2016-01-14,5,Thu,30.100000,Weekday,January,Africa Magic,14:58:00,0.501667,14,1899-12-31T00:30:06.000Z,Afternoon (12:00–16:59)
866345,18,Kwazulu Natal,black,Teenager,male,1,1,201603,2016-03-13,1,Sun,0.333333,Weekend,March,Live Events,11:25:00,0.005556,11,1899-12-31T00:00:20.000Z,Morning (06:00–11:59)
809139,28,Limpopo,black,Young Adult,male,1,1,201601,2016-01-31,1,Sun,0.750000,Weekend,January,Boomerang,13:00:00,0.012500,13,1899-12-31T00:00:45.000Z,Afternoon (12:00–16:59)
727203,26,Western Cape,Unknown,Young Adult,male,1,1,201601,2016-01-18,2,Mon,35.516667,Weekday,January,Boomerang,17:02:00,0.591944,17,1899-12-31T00:35:31.000Z,Evening (17:00–23:59)
850900,29,Gauteng,black,Young Adult,female,1,1,201603,2016-03-05,7,Sat,0.733333,Weekend,March,E! Entertainment,14:31:00,0.012222,14,1899-12-31T00:00:44.000Z,Afternoon (12:00–16:59)
809148,35,Limpopo,indian_asian,Adult,male,1,1,201602,2016-02-27,7,Sat,43.366667,Weekend,February,ICC Cricket World Cup 2011,10:40:00,0.722778,10,1899-12-31T00:43:22.000Z,Morning (06:00–11:59)
786241,48,Gauteng,black,Adult,male,1,1,201602,2016-02-11,5,Thu,0.450000,Weekday,February,Channel O,19:47:00,0.007500,19,1899-12-31T00:00:27.000Z,Evening (17:00–23:59)
809156,25,Mpumalanga,black,Young Adult,male,1,1,201602,2016-02-13,7,Sat,23.700000,Weekend,February,Trace TV,03:21:00,0.395000,3,1899-12-31T00:23:42.000Z,Midnight (00:00–05:59)
2429528,30,Gauteng,Unknown,Young Adult,male,1,1,201603,2016-03-25,6,Fri,0.183333,Weekday,March,Cartoon Network,16:26:00,0.003056,16,1899-12-31T00:00:11.000Z,Afternoon (12:00–16:59)
809158,28,Gauteng,indian_asian,Young Adult,male,1,1,201602,2016-02-24,4,Wed,2.200000,Weekday,February,ICC Cricket World Cup 2011,13:10:00,0.036666,13,1899-12-31T00:02:12.000Z,Afternoon (12:00–16:59)
809165,40,Gauteng,white,Adult,male,1,1,201603,2016-03-03,5,Thu,9.266667,Weekday,March,ICC Cricket World Cup 2011,10:44:00,0.154444,10,1899-12-31T00:09:16.000Z,Morning (06:00–11:59)
820607,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-09,4,Wed,2.900000,Weekday,March,E! Entertainment,19:39:00,0.048333,19,1899-12-31T00:02:54.000Z,Evening (17:00–23:59)
732996,41,Gauteng,indian_asian,Adult,male,1,1,201601,2016-01-20,4,Wed,2.633333,Weekday,January,Live Events,06:27:00,0.043889,6,1899-12-31T00:02:38.000Z,Morning (06:00–11:59)
892702,26,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-17,5,Thu,3.116667,Weekday,March,Africa Magic,15:24:00,0.051944,15,1899-12-31T00:03:07.500Z,Afternoon (12:00–16:59)
892706,23,North West,black,Young Adult,male,1,1,201603,2016-03-18,6,Fri,0.933333,Weekday,March,ICC Cricket World Cup 2011,16:26:00,0.015556,16,1899-12-31T00:00:56.000Z,Afternoon (12:00–16:59)
820627,30,Gauteng,black,Young Adult,male,1,1,201603,2016-03-03,5,Thu,3.950000,Weekday,March,Trace TV,17:26:00,0.065833,17,1899-12-31T00:03:57.000Z,Evening (17:00–23:59)
1998924,38,Mpumalanga,coloured,Adult,male,1,1,201603,2016-03-23,4,Wed,0.333333,Weekday,March,M-Net,07:12:00,0.005556,7,1899-12-31T00:00:20.000Z,Morning (06:00–11:59)
559573,25,Free State,white,Young Adult,male,1,1,201601,2016-01-06,4,Wed,0.000000,Weekday,January,Cartoon Network,04:15:00,0.000000,4,1899-12-31T00:00:00.000Z,Midnight (00:00–05:59)
652906,43,Western Cape,coloured,Adult,male,1,1,201601,2016-01-19,3,Tue,0.916667,Weekday,January,Live Events,07:07:00,0.015278,7,1899-12-31T00:00:55.000Z,Morning (06:00–11:59)
772028,30,North West,black,Young Adult,male,1,1,201601,2016-01-30,7,Sat,0.183333,Weekend,January,Boomerang,20:36:00,0.003056,20,1899-12-31T00:00:11.000Z,Evening (17:00–23:59)
772030,34,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-02,3,Tue,1.200000,Weekday,February,Live Events,19:43:00,0.020000,19,1899-12-31T00:01:12.000Z,Evening (17:00–23:59)
788891,28,Kwazulu Natal,coloured,Young Adult,male,1,1,201603,2016-03-10,5,Thu,1.550000,Weekday,March,Channel O,23:58:00,0.025834,23,1899-12-31T00:01:33.000Z,Evening (17:00–23:59)
788893,33,Mpumalanga,black,Young Adult,male,1,1,201601,2016-01-21,5,Thu,2.250000,Weekday,January,Cartoon Network,14:30:00,0.037500,14,1899-12-31T00:02:15.000Z,Afternoon (12:00–16:59)
772042,31,Free State,white,Young Adult,female,1,1,201602,2016-02-05,6,Fri,1.366667,Weekday,February,E! Entertainment,09:58:00,0.022778,9,1899-12-31T00:01:22.000Z,Morning (06:00–11:59)
2203596,38,Limpopo,black,Adult,male,1,1,201601,2016-01-20,4,Wed,6.966667,Weekday,January,SuperSport Blitz,15:02:00,0.116111,15,1899-12-31T00:06:58.000Z,Afternoon (12:00–16:59)
809204,47,North West,black,Adult,male,1,1,201602,2016-02-05,6,Fri,0.000000,Weekday,February,Live Events,13:00:00,0.000000,13,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
930290,38,Gauteng,indian_asian,Adult,male,1,1,201603,2016-03-30,4,Wed,0.766667,Weekday,March,SuperSport Blitz,19:23:00,0.012778,19,1899-12-31T00:00:46.000Z,Evening (17:00–23:59)
809216,47,Gauteng,black,Adult,male,1,1,201603,2016-03-11,6,Fri,1.733333,Weekday,March,SawSee,10:49:00,0.028889,10,1899-12-31T00:01:44.000Z,Morning (06:00–11:59)
2203607,54,Western Cape,coloured,Middle-Aged,male,1,1,201602,2016-02-17,4,Wed,1.033333,Weekday,February,Africa Magic,12:27:00,0.017223,12,1899-12-31T00:01:02.500Z,Afternoon (12:00–16:59)
809222,59,North West,Unknown,Middle-Aged,male,1,1,201602,2016-02-12,6,Fri,0.633333,Weekday,February,SuperSport Blitz,11:09:00,0.010556,11,1899-12-31T00:00:38.000Z,Morning (06:00–11:59)
2021277,33,Gauteng,black,Young Adult,male,1,1,201601,2016-01-28,5,Thu,3.350000,Weekday,January,Trace TV,14:18:00,0.055833,14,1899-12-31T00:03:21.000Z,Afternoon (12:00–16:59)
809231,45,Gauteng,black,Adult,male,1,1,201603,2016-03-22,3,Tue,1.750000,Weekday,March,CNN,11:10:00,0.029167,11,1899-12-31T00:01:45.000Z,Morning (06:00–11:59)
939928,45,Gauteng,Unknown,Adult,male,1,1,201603,2016-03-28,2,Mon,0.250000,Weekday,March,Trace TV,20:27:00,0.004167,20,1899-12-31T00:00:15.000Z,Evening (17:00–23:59)
832036,46,Mpumalanga,black,Adult,male,1,1,201601,2016-01-28,5,Thu,11.133333,Weekday,January,Boomerang,16:35:00,0.185555,16,1899-12-31T00:11:08.000Z,Afternoon (12:00–16:59)
809247,41,Eastern Cape,Unknown,Adult,male,1,1,201602,2016-02-18,5,Thu,17.850000,Weekday,February,Channel O,07:31:00,0.297500,7,1899-12-31T00:17:51.000Z,Morning (06:00–11:59)
163109,21,Western Cape,Unknown,Young Adult,male,1,1,201603,2016-03-29,3,Tue,1.000000,Weekday,March,Cartoon Network,18:13:00,0.016667,18,1899-12-31T00:01:00.000Z,Evening (17:00–23:59)
809249,38,Kwazulu Natal,black,Adult,male,1,1,201602,2016-02-17,4,Wed,1.500000,Weekday,February,Channel O,05:48:00,0.025000,5,1899-12-31T00:01:30.000Z,Midnight (00:00–05:59)
641735,22,Gauteng,black,Young Adult,male,1,1,201601,2016-01-31,1,Sun,1.866667,Weekend,January,E! Entertainment,08:29:00,0.031111,8,1899-12-31T00:01:52.000Z,Morning (06:00–11:59)
809251,26,Western Cape,Unknown,Young Adult,male,1,1,201603,2016-03-08,3,Tue,4.266667,Weekday,March,Cartoon Network,13:12:00,0.071111,13,1899-12-31T00:04:16.000Z,Afternoon (12:00–16:59)
802532,0,Uncategorized,Unknown,Kids,Unknown,1,0,201603,2016-03-14,2,Mon,1.466667,Weekday,March,Cartoon Network,10:12:00,0.024445,10,1899-12-31T00:01:28.000Z,Morning (06:00–11:59)
788958,38,Kwazulu Natal,white,Adult,male,1,1,201601,2016-01-25,2,Mon,36.250000,Weekday,January,Cartoon Network,02:59:00,0.604167,2,1899-12-31T00:36:15.000Z,Midnight (00:00–05:59)
809264,24,Gauteng,white,Young Adult,male,1,1,201603,2016-03-08,3,Tue,1.600000,Weekday,March,Trace TV,17:41:00,0.026667,17,1899-12-31T00:01:36.000Z,Evening (17:00–23:59)
779656,29,Gauteng,black,Young Adult,female,1,1,201601,2016-01-24,1,Sun,0.000000,Weekend,January,Africa Magic,20:10:00,0.000000,20,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
820747,39,Gauteng,coloured,Adult,male,1,1,201602,2016-02-19,6,Fri,0.283333,Weekday,February,Boomerang,12:05:00,0.004722,12,1899-12-31T00:00:17.000Z,Afternoon (12:00–16:59)
624257,25,Gauteng,black,Young Adult,male,1,1,201601,2016-01-11,2,Mon,0.450000,Weekday,January,M-Net,20:29:00,0.007500,20,1899-12-31T00:00:27.000Z,Evening (17:00–23:59)
820751,28,Eastern Cape,coloured,Young Adult,male,1,1,201601,2016-01-22,6,Fri,2.200000,Weekday,January,Channel O,14:12:00,0.036666,14,1899-12-31T00:02:12.000Z,Afternoon (12:00–16:59)
939977,24,Mpumalanga,black,Young Adult,male,1,1,201603,2016-03-06,1,Sun,0.516667,Weekend,March,Africa Magic,20:19:00,0.008611,20,1899-12-31T00:00:31.500Z,Evening (17:00–23:59)
939980,31,Gauteng,white,Young Adult,male,1,1,201603,2016-03-12,7,Sat,3.033333,Weekend,March,Live Events,15:47:00,0.050556,15,1899-12-31T00:03:02.000Z,Afternoon (12:00–16:59)
809284,32,Western Cape,white,Young Adult,male,1,1,201602,2016-02-22,2,Mon,7.100000,Weekday,February,ICC Cricket World Cup 2011,12:32:00,0.118334,12,1899-12-31T00:07:06.000Z,Afternoon (12:00–16:59)
788990,27,Mpumalanga,black,Young Adult,male,1,1,201602,2016-02-02,3,Tue,0.383333,Weekday,February,Cartoon Network,06:57:00,0.006389,6,1899-12-31T00:00:23.000Z,Morning (06:00–11:59)
788990,27,Mpumalanga,black,Young Adult,male,1,1,201602,2016-02-08,2,Mon,1.050000,Weekday,February,Channel O,21:55:00,0.017500,21,1899-12-31T00:01:03.000Z,Evening (17:00–23:59)
820770,36,Western Cape,coloured,Adult,male,1,1,201602,2016-02-27,7,Sat,15.133333,Weekend,February,ICC Cricket World Cup 2011,16:41:00,0.252222,16,1899-12-31T00:15:08.000Z,Afternoon (12:00–16:59)
939992,44,Gauteng,indian_asian,Adult,male,1,1,201603,2016-03-25,6,Fri,1.066667,Weekday,March,ICC Cricket World Cup 2011,19:01:00,0.017778,19,1899-12-31T00:01:04.000Z,Evening (17:00–23:59)
488096,51,Gauteng,black,Middle-Aged,male,1,1,201601,2016-01-24,1,Sun,3.700000,Weekend,January,Channel O,12:16:00,0.061667,12,1899-12-31T00:03:42.000Z,Afternoon (12:00–16:59)
892844,29,Gauteng,white,Young Adult,male,1,1,201603,2016-03-22,3,Tue,0.850000,Weekday,March,Trace TV,11:15:00,0.014167,11,1899-12-31T00:00:51.000Z,Morning (06:00–11:59)
892844,29,Gauteng,white,Young Adult,male,1,1,201603,2016-03-19,7,Sat,1.550000,Weekend,March,Trace TV,17:23:00,0.025834,17,1899-12-31T00:01:33.000Z,Evening (17:00–23:59)
390361,24,Gauteng,coloured,Young Adult,female,1,1,201602,2016-02-18,5,Thu,0.700000,Weekday,February,Channel O,00:36:00,0.011667,0,1899-12-31T00:00:42.000Z,Midnight (00:00–05:59)
809304,49,Mpumalanga,black,Adult,male,1,1,201602,2016-02-05,6,Fri,1.433333,Weekday,February,Live Events,19:28:00,0.023889,19,1899-12-31T00:01:26.000Z,Evening (17:00–23:59)
809306,30,Kwazulu Natal,white,Young Adult,male,1,1,201603,2016-03-26,7,Sat,0.000000,Weekend,March,Live Events,05:33:00,0.000000,5,1899-12-31T00:00:00.000Z,Midnight (00:00–05:59)
919522,41,Mpumalanga,indian_asian,Adult,male,1,1,201603,2016-03-28,2,Mon,0.050000,Weekday,March,CNN,08:00:00,0.000833,8,1899-12-31T00:00:03.000Z,Morning (06:00–11:59)
904933,28,Western Cape,indian_asian,Young Adult,male,1,1,201603,2016-03-24,5,Thu,48.500000,Weekday,March,Live Events,15:29:00,0.808333,15,1899-12-31T00:48:30.000Z,Afternoon (12:00–16:59)
809311,30,Western Cape,coloured,Young Adult,male,1,1,201602,2016-02-19,6,Fri,1.066667,Weekday,February,Live Events,06:36:00,0.017778,6,1899-12-31T00:01:04.000Z,Morning (06:00–11:59)
809316,29,Mpumalanga,black,Young Adult,female,1,1,201603,2016-03-05,7,Sat,1.633333,Weekend,March,Live Events,15:40:00,0.027223,15,1899-12-31T00:01:38.000Z,Afternoon (12:00–16:59)
809325,15,Eastern Cape,black,Teenager,female,1,1,201602,2016-02-20,7,Sat,3.850000,Weekend,February,Trace TV,10:00:00,0.064167,10,1899-12-31T00:03:51.000Z,Morning (06:00–11:59)
2368984,28,Limpopo,indian_asian,Young Adult,male,1,1,201602,2016-02-06,7,Sat,0.000000,Weekend,February,Live Events,06:13:00,0.000000,6,1899-12-31T00:00:00.000Z,Morning (06:00–11:59)
809331,49,Western Cape,indian_asian,Adult,male,1,1,201602,2016-02-20,7,Sat,20.666667,Weekend,February,SuperSport Blitz,15:15:00,0.344444,15,1899-12-31T00:20:40.000Z,Afternoon (12:00–16:59)
809332,26,Gauteng,Unknown,Young Adult,male,1,1,201602,2016-02-23,3,Tue,0.066667,Weekday,February,Cartoon Network,04:42:00,0.001111,4,1899-12-31T00:00:04.000Z,Midnight (00:00–05:59)
809333,28,Gauteng,black,Young Adult,male,1,1,201602,2016-02-19,6,Fri,2.050000,Weekday,February,Vuzu,12:46:00,0.034166,12,1899-12-31T00:02:03.500Z,Afternoon (12:00–16:59)
809337,21,Gauteng,coloured,Young Adult,male,1,1,201602,2016-02-18,5,Thu,4.100000,Weekday,February,Trace TV,07:47:00,0.068334,7,1899-12-31T00:04:06.000Z,Morning (06:00–11:59)
2203762,31,Mpumalanga,black,Young Adult,male,1,1,201601,2016-01-25,2,Mon,0.000000,Weekday,January,Live Events,19:20:00,0.000000,19,1899-12-31T00:00:00.000Z,Evening (17:00–23:59)
2415002,29,Gauteng,indian_asian,Young Adult,male,1,1,201603,2016-03-30,4,Wed,0.600000,Weekday,March,Live Events,11:47:00,0.010000,11,1899-12-31T00:00:36.000Z,Morning (06:00–11:59)
819528,17,Gauteng,black,Teenager,male,1,1,201603,2016-03-01,3,Tue,0.000000,Weekday,March,Boomerang,14:19:00,0.000000,14,1899-12-31T00:00:00.000Z,Afternoon (12:00–16:59)
